vendorId,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,ratecodeid,store_and_fwd_flag,pulocationid,dolocationid,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
2.0,2019-01-06 15:41:29.000000,2019-01-06 16:00:53.000000,2.0,2.45,1.0,N,4.0,186.0,1.0,13.5,0.0,0.5,2.86,0.0,0.3,19.11,
1.0,2019-01-06 15:49:55.000000,2019-01-06 16:09:11.000000,2.0,2.1,1.0,N,264.0,264.0,1.0,13.5,0.0,0.5,2.85,0.0,0.3,17.15,
2.0,2019-01-06 15:45:46.000000,2019-01-06 15:57:33.000000,1.0,1.4,1.0,N,237.0,143.0,1.0,9.0,0.0,0.5,1.0,0.0,0.3,10.8,
2.0,2019-01-06 16:00:08.000000,2019-01-06 16:00:38.000000,1.0,0.02,1.0,N,143.0,143.0,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,
1.0,2019-01-06 15:11:15.000000,2019-01-06 15:29:37.000000,1.0,1.6,1.0,Y,100.0,162.0,2.0,12.5,0.0,0.5,0.0,0.0,0.3,13.3,
1.0,2019-01-06 15:42:37.000000,2019-01-06 16:01:46.000000,1.0,2.9,1.0,Y,162.0,114.0,1.0,14.0,0.0,0.5,2.95,0.0,0.3,17.75,
2.0,2019-01-06 15:07:33.000000,2019-01-06 15:30:17.000000,1.0,2.73,1.0,N,186.0,79.0,1.0,15.0,0.0,0.5,3.16,0.0,0.3,18.96,
2.0,2019-01-06 15:43:26.000000,2019-01-06 15:48:44.000000,1.0,0.75,1.0,N,90.0,186.0,2.0,5.5,0.0,0.5,0.0,0.0,0.3,6.3,
2.0,2019-01-06 15:56:36.000000,2019-01-06 16:09:21.000000,1.0,1.02,1.0,N,186.0,161.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,
2.0,2019-01-06 15:09:34.000000,2019-01-06 15:22:02.000000,1.0,2.74,1.0,N,142.0,75.0,1.0,11.5,0.0,0.5,3.08,0.0,0.3,15.38,
2.0,2019-01-06 15:44:43.000000,2019-01-06 16:06:10.000000,1.0,8.89,1.0,N,237.0,158.0,1.0,28.0,0.0,0.5,5.76,0.0,0.3,34.56,
4.0,2019-01-06 15:09:34.000000,2019-01-06 15:29:32.000000,1.0,3.07,1.0,N,234.0,231.0,1.0,14.0,0.0,0.5,3.7,0.0,0.3,18.5,
4.0,2019-01-06 15:35:09.000000,2019-01-06 15:52:18.000000,1.0,2.91,1.0,N,231.0,164.0,2.0,13.0,0.0,0.5,0.0,0.0,0.3,13.8,
4.0,2019-01-06 15:57:55.000000,2019-01-06 16:10:55.000000,1.0,1.97,1.0,N,161.0,263.0,1.0,10.5,0.0,0.5,2.26,0.0,0.3,13.56,
2.0,2019-01-06 15:13:43.000000,2019-01-06 15:38:42.000000,1.0,8.82,1.0,N,138.0,238.0,2.0,27.5,0.0,0.5,0.0,5.76,0.3,34.06,
2.0,2019-01-06 15:12:40.000000,2019-01-06 15:22:37.000000,1.0,1.34,1.0,N,223.0,7.0,2.0,8.0,0.0,0.5,0.0,0.0,0.3,8.8,
2.0,2019-01-06 15:02:01.000000,2019-01-06 15:09:39.000000,2.0,1.3,1.0,N,68.0,50.0,1.0,7.0,0.0,0.5,2.0,0.0,0.3,9.8,
2.0,2019-01-06 15:35:07.000000,2019-01-06 15:42:26.000000,2.0,1.16,1.0,N,229.0,137.0,1.0,7.0,0.0,0.5,1.56,0.0,0.3,9.36,
2.0,2019-01-06 15:45:49.000000,2019-01-06 16:00:16.000000,2.0,2.97,1.0,N,137.0,262.0,1.0,12.0,0.0,0.5,1.66,0.0,0.3,14.46,
1.0,2019-01-06 15:05:55.000000,2019-01-06 15:17:49.000000,2.0,1.8,1.0,N,79.0,125.0,1.0,9.5,0.0,0.5,1.5,0.0,0.3,11.8,
1.0,2019-01-06 15:20:44.000000,2019-01-06 15:35:33.000000,1.0,1.4,1.0,N,158.0,211.0,2.0,10.0,0.0,0.5,0.0,0.0,0.3,10.8,
1.0,2019-01-06 15:37:54.000000,2019-01-06 15:39:31.000000,1.0,0.1,1.0,N,211.0,211.0,3.0,3.0,0.0,0.5,0.0,0.0,0.3,3.8,
1.0,2019-01-06 15:14:49.000000,2019-01-06 15:24:13.000000,1.0,1.7,1.0,N,236.0,238.0,1.0,8.5,0.0,0.5,1.0,0.0,0.3,10.3,
1.0,2019-01-06 15:38:51.000000,2019-01-06 15:51:55.000000,1.0,2.2,1.0,N,236.0,229.0,1.0,10.5,0.0,0.5,2.0,0.0,0.3,13.3,
1.0,2019-01-06 15:55:01.000000,2019-01-06 15:59:53.000000,1.0,1.3,1.0,N,229.0,262.0,1.0,6.0,0.0,0.5,1.0,0.0,0.3,7.8,
1.0,2019-01-06 15:05:06.000000,2019-01-06 15:11:20.000000,1.0,1.4,1.0,N,141.0,263.0,1.0,6.5,0.0,0.5,1.45,0.0,0.3,8.75,
1.0,2019-01-06 15:20:26.000000,2019-01-06 15:30:31.000000,1.0,1.8,1.0,N,141.0,142.0,1.0,9.0,0.0,0.5,1.95,0.0,0.3,11.75,
1.0,2019-01-06 15:56:08.000000,2019-01-06 16:09:02.000000,1.0,2.3,1.0,N,263.0,142.0,1.0,10.5,0.0,0.5,2.26,0.0,0.3,13.56,
2.0,2019-01-06 15:20:51.000000,2019-01-06 15:37:24.000000,3.0,2.41,1.0,N,162.0,79.0,2.0,12.0,0.0,0.5,0.0,0.0,0.3,12.8,
1.0,2019-01-06 15:21:04.000000,2019-01-06 15:32:09.000000,2.0,1.3,1.0,N,249.0,79.0,2.0,8.5,0.0,0.5,0.0,0.0,0.3,9.3,
1.0,2019-01-06 15:35:40.000000,2019-01-06 15:38:36.000000,1.0,0.9,1.0,N,79.0,170.0,1.0,4.5,0.0,0.5,1.06,0.0,0.3,6.36,
1.0,2019-01-06 15:52:16.000000,2019-01-06 16:15:29.000000,2.0,3.9,1.0,N,237.0,211.0,1.0,17.5,0.0,0.5,3.65,0.0,0.3,21.95,
1.0,2019-01-06 15:11:06.000000,2019-01-06 15:25:34.000000,0.0,2.4,1.0,N,236.0,142.0,1.0,12.0,0.0,0.5,2.55,0.0,0.3,15.35,
1.0,2019-01-06 15:27:48.000000,2019-01-06 15:31:05.000000,1.0,0.6,1.0,N,143.0,143.0,1.0,4.0,0.0,0.5,0.95,0.0,0.3,5.75,
1.0,2019-01-06 15:48:07.000000,2019-01-06 15:55:19.000000,1.0,1.3,1.0,N,142.0,163.0,1.0,7.0,0.0,0.5,1.17,0.0,0.3,8.97,
1.0,2019-01-06 15:33:18.000000,2019-01-06 16:00:41.000000,1.0,13.6,1.0,N,138.0,13.0,1.0,38.0,0.0,0.5,8.9,5.76,0.3,53.46,
2.0,2019-01-06 15:07:24.000000,2019-01-06 15:17:57.000000,1.0,1.02,1.0,N,137.0,234.0,1.0,8.0,0.0,0.5,1.0,0.0,0.3,9.8,
1.0,2019-01-06 15:28:22.000000,2019-01-06 15:33:20.000000,1.0,0.9,1.0,N,161.0,237.0,1.0,5.5,0.0,0.5,1.26,0.0,0.3,7.56,
1.0,2019-01-06 15:37:43.000000,2019-01-06 15:43:14.000000,1.0,1.1,1.0,N,236.0,75.0,1.0,6.0,0.0,0.5,1.35,0.0,0.3,8.15,
2.0,2019-01-06 15:25:33.000000,2019-01-06 15:37:03.000000,1.0,1.5,1.0,N,68.0,230.0,2.0,9.5,0.0,0.5,0.0,0.0,0.3,10.3,
2.0,2019-01-06 15:39:01.000000,2019-01-06 15:52:07.000000,1.0,2.1,1.0,N,230.0,68.0,1.0,10.0,0.0,0.5,2.16,0.0,0.3,12.96,
2.0,2019-01-06 15:55:31.000000,2019-01-06 16:19:51.000000,1.0,5.25,1.0,N,246.0,75.0,1.0,19.5,0.0,0.5,4.06,0.0,0.3,24.36,
2.0,2019-01-06 15:32:26.000000,2019-01-06 15:45:56.000000,1.0,3.24,1.0,N,97.0,125.0,1.0,13.0,0.0,0.5,2.76,0.0,0.3,16.56,
1.0,2019-01-06 15:02:59.000000,2019-01-06 15:08:04.000000,1.0,1.2,1.0,N,170.0,107.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 15:09:31.000000,2019-01-06 15:18:07.000000,2.0,2.0,1.0,N,107.0,229.0,1.0,8.5,0.0,0.5,1.4,0.0,0.3,10.7,
1.0,2019-01-06 15:27:03.000000,2019-01-06 15:31:52.000000,1.0,0.7,1.0,N,42.0,42.0,1.0,5.5,0.0,0.5,1.2,0.0,0.3,7.5,
1.0,2019-01-06 15:33:28.000000,2019-01-06 15:36:28.000000,1.0,0.4,1.0,N,152.0,41.0,1.0,4.0,0.0,0.5,0.95,0.0,0.3,5.75,
1.0,2019-01-06 15:45:41.000000,2019-01-06 15:49:46.000000,1.0,0.7,1.0,N,238.0,239.0,1.0,5.0,0.0,0.5,1.0,0.0,0.3,6.8,
1.0,2019-01-06 15:53:16.000000,2019-01-06 16:08:10.000000,1.0,2.9,1.0,N,239.0,68.0,2.0,12.5,0.0,0.5,0.0,0.0,0.3,13.3,
1.0,2019-01-06 15:17:46.000000,2019-01-06 15:35:28.000000,1.0,3.3,1.0,N,236.0,166.0,1.0,14.5,0.0,0.5,3.05,0.0,0.3,18.35,
1.0,2019-01-06 15:42:34.000000,2019-01-06 15:47:38.000000,1.0,0.8,1.0,N,24.0,151.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 15:02:22.000000,2019-01-06 15:14:14.000000,1.0,2.1,1.0,N,238.0,143.0,2.0,10.0,0.0,0.5,0.0,0.0,0.3,10.8,
1.0,2019-01-06 15:16:43.000000,2019-01-06 15:23:01.000000,1.0,0.8,1.0,N,142.0,163.0,1.0,6.0,0.0,0.5,1.35,0.0,0.3,8.15,
1.0,2019-01-06 15:25:18.000000,2019-01-06 15:33:37.000000,1.0,0.5,1.0,N,163.0,237.0,2.0,6.5,0.0,0.5,0.0,0.0,0.3,7.3,
1.0,2019-01-06 15:42:48.000000,2019-01-06 15:48:44.000000,1.0,0.5,1.0,N,163.0,230.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 15:56:58.000000,2019-01-06 16:10:34.000000,1.0,2.1,1.0,N,142.0,236.0,1.0,11.0,0.0,0.5,2.35,0.0,0.3,14.15,
2.0,2019-01-06 15:40:45.000000,2019-01-06 15:53:31.000000,1.0,1.96,1.0,N,236.0,229.0,1.0,10.0,0.0,0.5,4.0,0.0,0.3,14.8,
2.0,2019-01-06 15:08:34.000000,2019-01-06 15:38:47.000000,1.0,13.15,1.0,N,132.0,223.0,2.0,37.0,0.0,0.5,0.0,0.0,0.3,37.8,
1.0,2019-01-06 15:55:56.000000,2019-01-06 16:17:58.000000,0.0,6.6,1.0,N,181.0,233.0,1.0,23.0,0.0,0.5,5.95,0.0,0.3,29.75,
1.0,2019-01-06 15:54:54.000000,2019-01-06 15:57:55.000000,2.0,0.5,1.0,N,48.0,48.0,1.0,4.0,0.0,0.5,1.15,0.0,0.3,5.95,
2.0,2019-01-06 15:05:28.000000,2019-01-06 15:17:51.000000,1.0,1.41,1.0,N,45.0,232.0,1.0,9.0,0.0,0.5,1.96,0.0,0.3,11.76,
2.0,2019-01-06 15:21:05.000000,2019-01-06 15:31:36.000000,1.0,1.54,1.0,N,232.0,79.0,1.0,9.0,0.0,0.5,1.0,0.0,0.3,10.8,
2.0,2019-01-06 15:52:40.000000,2019-01-06 15:59:49.000000,1.0,0.93,1.0,N,164.0,137.0,1.0,6.5,0.0,0.5,1.2,0.0,0.3,8.5,
2.0,2019-01-06 15:33:01.000000,2019-01-06 16:11:13.000000,1.0,30.35,3.0,N,223.0,1.0,2.0,96.0,0.0,0.0,0.0,18.26,0.3,114.56,
1.0,2019-01-06 15:05:35.000000,2019-01-06 15:22:45.000000,3.0,6.4,1.0,N,237.0,87.0,1.0,21.0,0.0,0.5,4.35,0.0,0.3,26.15,
1.0,2019-01-06 15:54:16.000000,2019-01-06 15:58:37.000000,1.0,0.8,1.0,N,79.0,137.0,1.0,5.0,0.0,0.5,1.15,0.0,0.3,6.95,
2.0,2019-01-06 16:18:25.000000,2019-01-06 16:31:41.000000,1.0,2.46,1.0,N,238.0,42.0,1.0,11.5,0.0,0.5,1.23,0.0,0.3,13.53,
1.0,2019-01-06 15:17:59.000000,2019-01-06 15:23:11.000000,1.0,0.7,1.0,N,90.0,246.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 15:25:27.000000,2019-01-06 15:41:49.000000,1.0,3.3,1.0,N,246.0,239.0,2.0,13.5,0.0,0.5,0.0,0.0,0.3,14.3,
2.0,2019-01-06 15:04:00.000000,2019-01-06 15:14:24.000000,1.0,0.84,1.0,N,186.0,186.0,1.0,8.0,0.0,0.5,1.76,0.0,0.3,10.56,
2.0,2019-01-06 15:39:52.000000,2019-01-06 15:52:57.000000,1.0,1.16,1.0,N,163.0,230.0,1.0,9.0,0.0,0.5,1.96,0.0,0.3,11.76,
2.0,2019-01-06 15:53:50.000000,2019-01-06 15:58:37.000000,1.0,0.6,1.0,N,230.0,186.0,2.0,5.0,0.0,0.5,0.0,0.0,0.3,5.8,
1.0,2019-01-06 16:33:13.000000,2019-01-06 16:33:17.000000,1.0,1.4,1.0,N,106.0,106.0,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,
1.0,2019-01-06 16:35:40.000000,2019-01-06 16:35:42.000000,1.0,1.4,4.0,Y,106.0,106.0,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,
1.0,2019-01-06 16:47:14.000000,2019-01-06 16:47:17.000000,1.0,0.0,4.0,N,106.0,106.0,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,
1.0,2019-01-06 16:25:41.000000,2019-01-06 16:30:44.000000,1.0,1.0,1.0,N,140.0,237.0,1.0,6.0,0.0,0.5,1.35,0.0,0.3,8.15,
1.0,2019-01-06 16:41:03.000000,2019-01-06 16:46:42.000000,1.0,1.2,1.0,N,75.0,74.0,1.0,6.5,0.0,0.5,1.45,0.0,0.3,8.75,
1.0,2019-01-06 16:54:24.000000,2019-01-06 16:57:25.000000,0.0,0.4,1.0,N,75.0,75.0,2.0,4.0,0.0,0.5,0.0,0.0,0.3,4.8,
1.0,2019-01-06 16:00:42.000000,2019-01-06 16:01:29.000000,0.0,0.0,1.0,N,145.0,145.0,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,
2.0,2019-01-06 16:45:33.000000,2019-01-06 16:47:37.000000,1.0,0.0,1.0,N,193.0,193.0,2.0,2.5,0.0,0.5,0.0,0.0,0.3,3.3,
1.0,2019-01-06 16:45:23.000000,2019-01-06 17:20:50.000000,1.0,9.4,1.0,N,138.0,230.0,1.0,33.0,0.0,0.5,6.75,0.0,0.3,40.55,
1.0,2019-01-06 16:19:54.000000,2019-01-06 16:37:48.000000,1.0,2.8,1.0,N,238.0,42.0,1.0,14.0,0.0,0.5,3.7,0.0,0.3,18.5,
1.0,2019-01-06 16:42:02.000000,2019-01-06 16:51:16.000000,1.0,1.5,1.0,N,42.0,75.0,1.0,8.0,0.0,0.5,1.0,0.0,0.3,9.8,
1.0,2019-01-06 16:05:26.000000,2019-01-06 16:13:14.000000,1.0,1.3,1.0,N,232.0,79.0,1.0,7.0,1.0,0.5,1.75,0.0,0.3,10.55,
1.0,2019-01-06 16:29:44.000000,2019-01-06 16:43:16.000000,2.0,2.0,1.0,N,114.0,170.0,1.0,10.5,1.0,0.5,1.0,0.0,0.3,13.3,
2.0,2019-01-06 16:08:20.000000,2019-01-06 16:11:20.000000,5.0,0.9,1.0,N,142.0,142.0,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,
2.0,2019-01-06 16:28:58.000000,2019-01-06 17:06:42.000000,5.0,5.98,1.0,N,246.0,217.0,1.0,26.5,0.0,0.5,2.7,0.0,0.3,30.0,
1.0,2019-01-06 16:46:04.000000,2019-01-06 17:27:02.000000,1.0,11.1,1.0,N,138.0,158.0,2.0,37.0,0.0,0.5,0.0,0.0,0.3,37.8,
1.0,2019-01-06 16:32:24.000000,2019-01-06 17:04:09.000000,0.0,5.6,1.0,N,230.0,88.0,2.0,22.5,0.0,0.5,0.0,0.0,0.3,23.3,
1.0,2019-01-06 16:00:03.000000,2019-01-06 16:24:30.000000,1.0,11.7,1.0,N,138.0,107.0,1.0,33.0,0.0,0.5,4.0,5.76,0.3,43.56,
2.0,2019-01-06 16:43:17.000000,2019-01-06 17:00:10.000000,1.0,4.55,1.0,N,13.0,181.0,1.0,16.5,0.0,0.5,4.61,5.76,0.3,27.67,
1.0,2019-01-06 16:14:20.000000,2019-01-06 16:18:30.000000,1.0,0.7,1.0,N,237.0,236.0,2.0,4.5,0.0,0.5,0.0,0.0,0.3,5.3,
1.0,2019-01-06 16:19:56.000000,2019-01-06 16:30:59.000000,2.0,1.8,1.0,N,236.0,162.0,2.0,9.5,0.0,0.5,0.0,0.0,0.3,10.3,
1.0,2019-01-06 16:34:31.000000,2019-01-06 16:37:13.000000,2.0,0.6,1.0,N,237.0,237.0,1.0,4.0,0.0,0.5,1.15,0.0,0.3,5.95,
1.0,2019-01-06 16:42:18.000000,2019-01-06 16:48:48.000000,1.0,0.4,1.0,N,263.0,262.0,1.0,5.5,0.0,0.5,1.25,0.0,0.3,7.55,
1.0,2019-01-06 16:08:13.000000,2019-01-06 16:25:16.000000,1.0,2.4,1.0,N,229.0,90.0,1.0,12.5,0.0,0.5,3.3,0.0,0.3,16.6,
1.0,2019-01-06 16:24:19.000000,2019-01-06 16:50:55.000000,1.0,12.1,1.0,N,138.0,68.0,1.0,34.5,0.0,0.5,10.25,5.76,0.3,51.31,
1.0,2019-01-06 16:54:29.000000,2019-01-06 17:07:21.000000,2.0,2.5,1.0,N,100.0,144.0,1.0,11.0,0.0,0.5,1.2,0.0,0.3,13.0,
2.0,2019-01-06 16:03:56.000000,2019-01-06 16:09:51.000000,1.0,1.04,1.0,N,13.0,261.0,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,
2.0,2019-01-06 16:15:39.000000,2019-01-06 16:21:02.000000,1.0,1.11,1.0,N,231.0,125.0,1.0,6.0,0.0,0.5,1.36,0.0,0.3,8.16,
2.0,2019-01-06 16:32:06.000000,2019-01-06 16:39:56.000000,1.0,1.61,1.0,N,231.0,90.0,2.0,7.5,0.0,0.5,0.0,0.0,0.3,8.3,
1.0,2019-01-06 16:10:58.000000,2019-01-06 16:17:19.000000,2.0,1.0,1.0,N,142.0,48.0,2.0,6.5,0.0,0.5,0.0,0.0,0.3,7.3,
1.0,2019-01-06 16:26:43.000000,2019-01-06 16:38:30.000000,2.0,1.8,1.0,N,68.0,231.0,1.0,9.5,0.0,0.5,2.55,0.0,0.3,12.85,
1.0,2019-01-06 16:55:19.000000,2019-01-06 17:13:23.000000,2.0,5.4,1.0,N,87.0,230.0,2.0,18.5,0.0,0.5,0.0,0.0,0.3,19.3,
1.0,2019-01-06 16:12:55.000000,2019-01-06 16:17:54.000000,2.0,0.6,1.0,N,263.0,236.0,1.0,5.0,0.0,0.5,5.0,0.0,0.3,10.8,
1.0,2019-01-06 16:20:49.000000,2019-01-06 16:23:08.000000,2.0,0.6,1.0,N,236.0,262.0,1.0,4.0,0.0,0.5,0.48,0.0,0.3,5.28,
1.0,2019-01-06 16:44:18.000000,2019-01-06 17:09:49.000000,1.0,6.6,1.0,N,170.0,129.0,1.0,25.0,0.0,0.5,9.47,5.76,0.3,41.03,
1.0,2019-01-06 16:18:21.000000,2019-01-06 16:22:12.000000,2.0,0.6,1.0,N,237.0,237.0,1.0,4.5,0.0,0.5,1.0,0.0,0.3,6.3,
1.0,2019-01-06 16:31:31.000000,2019-01-06 16:38:12.000000,1.0,1.1,1.0,N,48.0,68.0,2.0,6.5,0.0,0.5,0.0,0.0,0.3,7.3,
1.0,2019-01-06 16:19:01.000000,2019-01-06 16:24:11.000000,1.0,0.8,1.0,N,239.0,238.0,1.0,5.5,0.0,0.5,1.26,0.0,0.3,7.56,
1.0,2019-01-06 16:33:58.000000,2019-01-06 16:51:28.000000,1.0,3.1,1.0,N,143.0,41.0,1.0,14.5,0.0,0.5,3.05,0.0,0.3,18.35,
2.0,2019-01-06 16:06:06.000000,2019-01-06 16:23:01.000000,1.0,1.97,1.0,N,239.0,141.0,1.0,12.0,0.0,0.5,2.56,0.0,0.3,15.36,
